service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
19649_20251214,1,1,1,1,1,0,0,20251214,20261212
19650_20251214,1,1,1,1,1,0,0,20251214,20251223
19650_20251225,1,1,1,1,1,0,0,20251225,20261212
19651_20251214,1,1,1,1,1,0,0,20251214,20251223
19651_20251225,1,1,1,1,1,0,0,20251225,20261212
19652_20251214,1,1,1,1,1,0,0,20251214,20251223
19652_20251225,1,1,1,1,1,0,0,20251225,20261212
19653_20251214,1,1,1,1,1,0,0,20251214,20251223
19653_20251225,1,1,1,1,1,0,0,20251225,20261212
24401_20260106,0,1,1,1,1,1,0,20260106,20260110
24437_20260105,1,1,1,1,1,0,0,20260105,20260109
24440_20260105,1,1,1,1,1,0,0,20260105,20260109
30890_20251214,1,1,1,1,1,1,1,20251214,20260401
30891_20251214,1,1,1,1,1,1,1,20251214,20260401
30892_20251214,1,1,1,1,1,1,1,20251214,20260401
30893_20251214,1,1,1,1,1,1,1,20251214,20260401
30894_20251214,1,1,1,1,1,1,1,20251214,20260401
30895_20251214,1,1,1,1,1,1,1,20251214,20260401
30896_20251214,1,1,1,1,1,1,1,20251214,20260401
30897_20251214,1,1,1,1,1,1,1,20251214,20260401
30898_20251214,1,1,1,1,1,1,1,20251214,20260401
30899_20251214,1,1,1,1,1,1,1,20251214,20260401
34011_20251214,1,1,1,1,1,1,1,20251214,20260401
34101_20251214,1,1,1,1,1,0,0,20251214,20260401
36049_20260105,1,1,1,1,1,0,0,20260105,20260109
36466_20260105,1,1,1,1,1,0,0,20260105,20260109
36500_20260106,0,1,1,1,1,0,0,20260106,20260109
36800_20260104,0,0,0,0,0,1,1,20260104,20260201
39000_20251223,0,1,0,0,0,0,0,20251223,20251223
39000_20260106,0,1,1,1,1,0,0,20260106,20260109
39000_20260111,1,1,1,1,1,1,1,20260111,20260302
39001_20251223,0,1,0,0,0,0,0,20251223,20251223
39001_20260106,0,1,1,1,1,0,0,20260106,20260109
39001_20260111,1,1,1,1,1,1,1,20260111,20260302
39002_20251223,0,1,0,0,0,0,0,20251223,20251223
39002_20260106,0,1,1,1,1,0,0,20260106,20260109
39002_20260111,1,1,1,1,1,1,1,20260111,20260302
39003_20251223,0,1,0,0,0,0,0,20251223,20251223
39003_20260106,0,1,1,1,1,0,0,20260106,20260109
39003_20260111,1,1,1,1,1,1,1,20260111,20260302
39004_20251223,0,1,0,0,0,0,0,20251223,20251223
39004_20260106,0,1,1,1,1,0,0,20260106,20260109
39004_20260111,1,1,1,1,1,1,1,20260111,20260302
39005_20251223,0,1,0,0,0,0,0,20251223,20251223
39005_20260106,0,1,1,1,1,0,0,20260106,20260109
39005_20260111,1,1,1,1,1,1,1,20260111,20260302
39006_20251223,0,1,0,0,0,0,0,20251223,20251223
39006_20260106,0,1,1,1,1,0,0,20260106,20260109
39006_20260111,1,1,1,1,1,1,1,20260111,20260302
39007_20251223,0,1,0,0,0,0,0,20251223,20251223
39007_20260106,0,1,1,1,1,0,0,20260106,20260109
39007_20260111,1,1,1,1,1,1,1,20260111,20260302
39008_20260111,0,0,0,0,0,0,1,20260111,20260301
39009_20260111,0,0,0,0,0,0,1,20260111,20260301
39010_20260111,0,0,0,0,0,0,1,20260111,20260301
39011_20260111,0,0,0,0,0,0,1,20260111,20260301
39012_20260111,0,0,0,0,0,0,1,20260111,20260301
39013_20260111,0,0,0,0,0,0,1,20260111,20260301
39014_20260111,0,0,0,0,0,0,1,20260111,20260301
39015_20260111,0,0,0,0,0,0,1,20260111,20260301
39016_20260111,0,0,0,0,0,0,1,20260111,20260301
39017_20260111,0,0,0,0,0,0,1,20260111,20260301
39018_20260111,0,0,0,0,0,0,1,20260111,20260301
39019_20260111,0,0,0,0,0,0,1,20260111,20260301
39020_20260111,0,0,0,0,0,0,1,20260111,20260301
39022_20260111,0,0,0,0,0,0,1,20260111,20260301
39087_20260111,0,0,0,0,0,0,1,20260111,20260301
39089_20260111,0,0,0,0,0,0,1,20260111,20260301
39090_20260111,0,0,0,0,0,0,1,20260111,20260301
39091_20260110,0,0,0,0,0,1,1,20260110,20260301
39094_20260111,0,0,0,0,0,0,1,20260111,20260301
39095_20260110,0,0,0,0,0,1,1,20260110,20260301
39099_20251222,1,0,0,0,0,0,0,20251222,20251222
39099_20260105,1,1,1,1,0,0,0,20260105,20260108
39099_20260110,1,1,1,1,1,1,1,20260110,20260301
39100_20260110,0,0,0,0,0,1,1,20260110,20260301
39101_20251222,1,0,0,0,0,0,0,20251222,20251222
39101_20260105,1,1,1,1,0,0,0,20260105,20260108
39101_20260110,1,1,1,1,1,1,1,20260110,20260301
39102_20260110,0,0,0,0,0,1,1,20260110,20260301
39103_20251222,1,0,0,0,0,0,0,20251222,20251222
39103_20260105,1,1,1,1,0,0,0,20260105,20260108
39103_20260110,1,1,1,1,1,1,1,20260110,20260301
39104_20251222,1,0,0,0,0,0,0,20251222,20251222
39104_20260105,1,1,1,1,0,0,0,20260105,20260108
39104_20260110,1,1,1,1,1,1,1,20260110,20260301
39105_20251222,1,0,0,0,0,0,0,20251222,20251222
39105_20260105,1,1,1,1,0,0,0,20260105,20260108
39105_20260110,1,1,1,1,1,1,1,20260110,20260301
39106_20251222,1,0,0,0,0,0,0,20251222,20251222
39106_20260105,1,1,1,1,0,0,0,20260105,20260108
39106_20260110,1,1,1,1,1,1,1,20260110,20260301
39107_20251222,1,0,0,0,0,0,0,20251222,20251222
39107_20260105,1,1,1,1,0,0,0,20260105,20260108
39107_20260110,1,1,1,1,1,1,1,20260110,20260301
39108_20251222,1,0,0,0,0,0,0,20251222,20251222
39108_20260105,1,1,1,1,0,0,0,20260105,20260108
39108_20260110,1,1,1,1,1,1,1,20260110,20260301
39110_20251222,1,0,0,0,0,0,0,20251222,20251222
39110_20260105,1,1,1,1,0,0,0,20260105,20260108
39110_20260110,1,1,1,1,1,1,1,20260110,20260301
39150_20260101,0,0,0,1,0,0,0,20260101,20260101
39151_20260101,0,0,0,1,0,0,0,20260101,20260101
39153_20260101,0,0,0,1,0,0,0,20260101,20260101
39155_20260101,0,0,0,1,0,0,0,20260101,20260101
40890_20251214,1,1,1,1,1,1,1,20251214,20260401
40891_20251214,1,1,1,1,1,1,1,20251214,20260401
40892_20251214,1,1,1,1,1,1,1,20251214,20260401
40893_20251214,1,1,1,1,1,1,1,20251214,20260401
40894_20251214,1,1,1,1,1,1,1,20251214,20260401
40895_20251214,1,1,1,1,1,1,1,20251214,20260401
40896_20251214,1,1,1,1,1,1,1,20251214,20260401
40897_20251214,1,1,1,1,1,1,1,20251214,20260401
40898_20251214,1,1,1,1,1,1,1,20251214,20260401
40899_20251214,1,1,1,1,1,1,1,20251214,20260401
44010_20251214,1,1,1,1,1,1,1,20251214,20260401
44011_20251214,1,1,1,1,1,1,1,20251214,20260401
44101_20251214,1,1,1,1,1,1,0,20251214,20260401
44106_20251214,1,1,1,1,1,1,1,20251214,20260401
